sgRNA_ID,drug,rep,rdiff,prop,lab
EZH2_198,GSK,0,1.5576527807216687,1.2985807533849238e-5,EZH2 627.5
EZH2_198,GSK,1,-2.9248288001400735,6.761621009243137e-6,EZH2 627.5
EZH2_198,GSK,2,-7.00894111377699,3.219580059230458e-5,EZH2 627.5
EZH2_198,GSK,3,10.689842210694668,9.99999998467e-13,EZH2 627.5
EZH2_199,GSK,-1,0.21807310763982754,1.104646757421788e-5,EZH2 628
EZH2_199,GSK,0,1.624815471182341,1.104646757421788e-5,EZH2 628
EZH2_199,GSK,1,2.1908772441474857,1.0142401013864661e-5,EZH2 628
EZH2_199,GSK,2,-6.852467436555802,2.299700070878898e-5,EZH2 628
EZH2_199,GSK,3,5.315809515327799,9.99999998467e-13,EZH2 628
EZH2_200,GSK,-1,-1.0794097694477476,1.7981434196125698e-5,EZH2 628
EZH2_200,GSK,0,1.543765507259216,1.7981434196125698e-5,EZH2 628
EZH2_200,GSK,1,2.3199813493677444,1.0142401013864661e-5,EZH2 628
EZH2_200,GSK,2,-2.157094338986314,3.219580059230458e-5,EZH2 628
EZH2_200,GSK,3,-3.4011163187246733,1.1606100982207848e-5,EZH2 628
EZH2_201,GSK,-1,1.9027834811756004,7.4221042537001495e-6,EZH2 637
EZH2_201,GSK,0,1.737966674606696,7.4221042537001495e-6,EZH2 637
EZH2_201,GSK,1,10.552752440890364,1.000000001367e-12,EZH2 637
EZH2_201,GSK,2,-1.8283975106626067,1.839760076703118e-5,EZH2 637
EZH2_201,GSK,3,-3.016004486700956,3.868710994069266e-6,EZH2 637
EZH2_202,GSK,-1,3.918679617424871,9.999999957236667e-13,EZH2 646
EZH2_202,GSK,0,4.889628507795887,9.999999957236667e-13,EZH2 646
EZH2_202,GSK,1,5.043947082886292,1.000000001367e-12,EZH2 646
EZH2_202,GSK,2,1.7921405751756638,9.999999873370002e-13,EZH2 646
EZH2_202,GSK,3,4.919951194212657,9.99999998467e-13,EZH2 646
EZH2_203,GSK,-1,4.5392231717978415,6.13253425567706e-6,EZH2 647.5
EZH2_203,GSK,0,1.7117241416578481,6.13253425567706e-6,EZH2 647.5
EZH2_203,GSK,1,5.261011395739069,1.000000001367e-12,EZH2 647.5
EZH2_203,GSK,2,-1.7652078820102357,1.839760076703118e-5,EZH2 647.5
EZH2_203,GSK,3,10.121866001664692,9.99999998467e-13,EZH2 647.5
EZH2_204,GSK,-1,-0.7810518437795462,1.6123070889241317e-5,EZH2 649
EZH2_204,GSK,0,1.7212492652661877,1.6123070889241317e-5,EZH2 649
EZH2_204,GSK,1,1.9874253418509016,1.6904101023107905e-5,EZH2 649
EZH2_204,GSK,2,-6.976607344100632,2.7596400650546778e-5,EZH2 649
EZH2_204,GSK,3,2.646026470911092,3.868710994069266e-6,EZH2 649
EZH2_205,GSK,-1,3.304845301553345,1.533130980585971e-6,EZH2 658
EZH2_205,GSK,0,2.674666880416491,1.533130980585971e-6,EZH2 658
EZH2_205,GSK,1,10.79136155081575,1.000000001367e-12,EZH2 658
EZH2_205,GSK,2,-6.09336732230048,4.599390941757913e-6,EZH2 658
EZH2_205,GSK,3,5.216541676144765,9.99999998467e-13,EZH2 658
EZH2_206,GSK,-1,-1.7139747423503413,1.153436756366561e-5,EZH2 658
EZH2_206,GSK,0,-3.5100674580451754,1.153436756366561e-5,EZH2 658
EZH2_206,GSK,1,5.316699983587084,1.000000001367e-12,EZH2 658
EZH2_206,GSK,2,-6.975572856970152,2.299700070878898e-5,EZH2 658
EZH2_206,GSK,3,-3.4830513536679555,1.1606100982207848e-5,EZH2 658
EZH2_207,GSK,-1,-0.8467426785326366,1.403181421597615e-5,EZH2 675
EZH2_207,GSK,0,1.673461640597043,1.403181421597615e-5,EZH2 675
EZH2_207,GSK,1,2.470722394548959,6.761621009243137e-6,EZH2 675
EZH2_207,GSK,2,-1.8349565373667764,2.7596400650546778e-5,EZH2 675
EZH2_207,GSK,3,-3.1759938927800926,7.737420988138532e-6,EZH2 675
EZH2_208,GSK,-1,-4.006496045216681,6.528767642862443e-6,EZH2 683.5
EZH2_208,GSK,0,-3.112539899562228,6.528767642862443e-6,EZH2 683.5
EZH2_208,GSK,1,-2.60723327869432,3.380811004621569e-6,EZH2 683.5
EZH2_208,GSK,2,-6.023204203409782,4.599390941757913e-6,EZH2 683.5
EZH2_208,GSK,3,-3.389050653545941,1.1606100982207848e-5,EZH2 683.5
EZH2_209,GSK,-1,-1.0011286688518621,1.0072197643966568e-5,EZH2 684
EZH2_209,GSK,0,1.4248075901577053,1.0072197643966568e-5,EZH2 684
EZH2_209,GSK,1,-3.241620950963055,1.0142401013864661e-5,EZH2 684
EZH2_209,GSK,2,-1.155671668478572,4.599390941757913e-6,EZH2 684
EZH2_209,GSK,3,1.3939066128860405,1.547480097627713e-5,EZH2 684
EZH2_210,GSK,-1,0.30736167979197354,3.0226634190426328e-5,EZH2 684.5
EZH2_210,GSK,0,1.3215772144270737,3.0226634190426328e-5,EZH2 684.5
EZH2_210,GSK,1,1.7675270654349446,2.3665701032351013e-5,EZH2 684.5
EZH2_210,GSK,2,-1.8170694571940926,3.219580059230458e-5,EZH2 684.5
EZH2_210,GSK,3,0.9716274311350687,3.4818400946623393e-5,EZH2 684.5
EZH2_211,GSK,-1,0.8185493381731931,1.8945774201183674e-5,EZH2 685
EZH2_211,GSK,0,1.7732131524120642,1.8945774201183674e-5,EZH2 685
EZH2_211,GSK,1,1.7104922200985222,1.6904101023107905e-5,EZH2 685
EZH2_211,GSK,2,-1.38941308500928,3.219580059230458e-5,EZH2 685
EZH2_211,GSK,3,2.1345688794303372,7.737420988138532e-6,EZH2 685
EZH2_212,GSK,-1,0.5383423635236545,3.5761563319704946e-4,EZH2 693.5
EZH2_212,GSK,0,0.5262956687056252,3.5761563319704946e-4,EZH2 693.5
EZH2_212,GSK,1,2.662848281487367,3.380811004621569e-6,EZH2 693.5
EZH2_212,GSK,2,-2.8290826312376622,0.001057859987604319,EZH2 693.5
EZH2_212,GSK,3,1.7812614403212588,1.1606100982207848e-5,EZH2 693.5
EZH2_213,GSK,-1,0.14307896152391478,0.2750159280401265,EZH2 699
EZH2_213,GSK,0,0.09636077211230194,0.2750159280401265,EZH2 699
EZH2_213,GSK,1,0.09440619866186038,0.47733673265351934,EZH2 699
EZH2_213,GSK,2,0.23392609155662844,1.885749986120748e-4,EZH2 699
EZH2_213,GSK,3,0.10090459435325551,0.347522476468248,EZH2 699
EZH2_214,GSK,-1,-1.0378299743013928,1.1209110904033794e-5,EZH2 702
EZH2_214,GSK,0,1.309008852077437,1.1209110904033794e-5,EZH2 702
EZH2_214,GSK,1,1.8699959720505672,6.761621009243137e-6,EZH2 702
EZH2_214,GSK,2,-7.023391488161793,2.299700070878898e-5,EZH2 702
EZH2_214,GSK,3,2.039905593207047,3.868710994069266e-6,EZH2 702
EZH2_215,GSK,-1,1.2035710631384535,7.665667569596328e-6,EZH2 703
EZH2_215,GSK,0,-3.2665310896752473,7.665667569596328e-6,EZH2 703
EZH2_215,GSK,1,5.34232730621541,1.000000001367e-12,EZH2 703
EZH2_215,GSK,2,-6.9499455343418255,2.299700070878898e-5,EZH2 703
EZH2_215,GSK,3,5.218331417541775,9.99999998467e-13,EZH2 703
EZH2_216,GSK,-1,-0.9368545746438613,8.305477606011161e-6,EZH2 704.5
EZH2_216,GSK,0,1.4695686730575188,8.305477606011161e-6,EZH2 704.5
EZH2_216,GSK,1,2.27278807292577,3.380811004621569e-6,EZH2 704.5
EZH2_216,GSK,2,-1.8018421515486946,1.3798200825273382e-5,EZH2 704.5
EZH2_216,GSK,3,-3.2815096453086596,7.737420988138532e-6,EZH2 704.5
EZH2_217,GSK,-1,-0.17782788259353363,5.223940071043759e-5,EZH2 707
EZH2_217,GSK,0,0.8551929340605972,5.223940071043759e-5,EZH2 707
EZH2_217,GSK,1,1.540562363507466,3.042730104159412e-5,EZH2 707
EZH2_217,GSK,2,-2.6458815343842286,6.439150018461042e-5,EZH2 707
EZH2_217,GSK,3,0.5718355230961618,6.189940090510822e-5,EZH2 707
EZH2_218,GSK,-1,3.2018207547686237,1.533130980585971e-6,EZH2 710
EZH2_218,GSK,0,2.260993497925973,1.533130980585971e-6,EZH2 710
EZH2_218,GSK,1,5.392837515166376,1.000000001367e-12,EZH2 710
EZH2_218,GSK,2,-6.041067371952504,4.599390941757913e-6,EZH2 710
EZH2_218,GSK,3,10.253692121092,9.99999998467e-13,EZH2 710
EZH2_219,GSK,-1,-1.5869471510973627,1.0153937654368795e-5,EZH2 712
EZH2_219,GSK,0,-3.5052688859421295,1.0153937654368795e-5,EZH2 712
EZH2_219,GSK,1,-2.7644191325938374,3.380811004621569e-6,EZH2 712
EZH2_219,GSK,2,2.0017083220989527,9.999999873370002e-13,EZH2 712
EZH2_219,GSK,3,-3.9981306427972036,2.7081000958484828e-5,EZH2 712
EZH2_220,GSK,-1,0.4551562943430136,8.836420040818248e-5,EZH2 718.5
EZH2_220,GSK,0,1.4144483562662447,8.836420040818248e-5,EZH2 718.5
EZH2_220,GSK,1,1.95435188148127,5.747380107856669e-5,EZH2 718.5
EZH2_220,GSK,2,-2.0075514646731882,1.3798199925273396e-4,EZH2 718.5
EZH2_220,GSK,3,1.418668466220959,6.963680089324678e-5,EZH2 718.5
EZH2_221,GSK,-1,0.2984278633425263,6.201630047035133e-5,EZH2 721.5
EZH2_221,GSK,0,1.166018870153552,6.201630047035133e-5,EZH2 721.5
EZH2_221,GSK,1,1.8917098201458546,2.7046501036972567e-5,EZH2 721.5
EZH2_221,GSK,2,-2.3201207025132917,1.2418399942745802e-4,EZH2 721.5
EZH2_221,GSK,3,1.323694472395016,3.4818400946623393e-5,EZH2 721.5
EZH2_222,GSK,-1,0.17936666704921114,1.7576336769464812e-4,EZH2 722
EZH2_222,GSK,0,0.761864391780382,1.7576336769464812e-4,EZH2 722
EZH2_222,GSK,1,0.6143215296517531,4.665520016377766e-4,EZH2 722
EZH2_222,GSK,2,-1.9548451384103025,4.139450047582144e-5,EZH2 722
EZH2_222,GSK,3,1.8786236099061828,1.934360097034626e-5,EZH2 722
EZH2_223,GSK,-1,-0.3041282430566378,0.0010466877015713806,EZH2 723
EZH2_223,GSK,0,0.06960266774134105,0.0010466877015713806,EZH2 723
EZH2_223,GSK,1,-0.14457268427661174,0.002904117004969928,EZH2 723
EZH2_223,GSK,2,-2.210069918475018,1.7017799884503599e-4,EZH2 723
EZH2_223,GSK,3,1.4422578735817164,6.57681008991775e-5,EZH2 723
EZH2_224,GSK,-1,0.8334397550072571,1.1485413326523344e-4,EZH2 730
EZH2_224,GSK,0,1.8634427854616735,1.1485413326523344e-4,EZH2 730
EZH2_224,GSK,1,2.0555029109426104,3.042730104159412e-5,EZH2 730
EZH2_224,GSK,2,-1.3294537237397497,2.483669978549287e-4,EZH2 730
EZH2_224,GSK,3,1.7742700778189107,6.57681008991775e-5,EZH2 730
EZH2_225,GSK,-1,0.9578987965416685,2.4835474165286965e-5,EZH2 731.5
EZH2_225,GSK,0,2.0998776617164236,2.4835474165286965e-5,EZH2 731.5
EZH2_225,GSK,1,2.120631929464225,6.761621009243137e-6,EZH2 731.5
EZH2_225,GSK,2,-0.8905405182028747,3.679510053406365e-5,EZH2 731.5
EZH2_225,GSK,3,1.6436049783636553,3.094970095255411e-5,EZH2 731.5
EZH2_226,GSK,-1,-0.6943120427344208,1.0397500970265008e-5,EZH2 733.5
EZH2_226,GSK,0,1.7628171662716665,1.0397500970265008e-5,EZH2 733.5
EZH2_226,GSK,1,-2.6261371540354546,3.380811004621569e-6,EZH2 733.5
EZH2_226,GSK,2,-1.1261127428051692,4.599390941757913e-6,EZH2 733.5
EZH2_226,GSK,3,1.6693137686373614,2.3212300964415544e-5,EZH2 733.5
EZH2_227,GSK,-1,-0.16898705578900977,0.0022158347038840997,EZH2 736
EZH2_227,GSK,0,-0.22163951723132025,0.0022158347038840997,EZH2 736
EZH2_227,GSK,1,-0.31662594800814015,0.006585820010002817,EZH2 736
EZH2_227,GSK,2,-1.5176061962743779,2.299700070878898e-5,EZH2 736
EZH2_227,GSK,3,1.3272709769154887,3.868710094069268e-5,EZH2 736
EZH2_228,GSK,-1,2.332360445525616,1.2579600888137146e-5,EZH2 739.5
EZH2_228,GSK,0,2.551441003069444,1.2579600888137146e-5,EZH2 739.5
EZH2_228,GSK,1,-3.370799704364378,1.0142401013864661e-5,EZH2 739.5
EZH2_228,GSK,2,-0.650228701599014,2.7596400650546778e-5,EZH2 739.5
EZH2_228,GSK,3,11.01810974254024,9.99999998467e-13,EZH2 739.5
EZH2_229,GSK,-1,3.5869388044503614,3.241866736682568e-5,EZH2 740
EZH2_229,GSK,0,1.7154164905898546,3.241866736682568e-5,EZH2 740
EZH2_229,GSK,1,1.879985614646996,2.3665701032351013e-5,EZH2 740
EZH2_229,GSK,2,-1.560832664890719,7.359030006812603e-5,EZH2 740
EZH2_229,GSK,3,10.441663463594807,9.99999998467e-13,EZH2 740
EZH2_230,GSK,-1,-0.7296493892634853,8.457400986311694e-6,EZH2 741
EZH2_230,GSK,0,1.721211649531557,8.457400986311694e-6,EZH2 741
EZH2_230,GSK,1,1.6432766100240561,1.6904101023107905e-5,EZH2 741
EZH2_230,GSK,2,-6.134101456288662,4.599390941757913e-6,EZH2 741
EZH2_230,GSK,3,2.3018766784741502,3.868710994069266e-6,EZH2 741
EZH2_231,GSK,-1,-1.3060483216064978,4.329567078332226e-5,EZH2 746.5
EZH2_231,GSK,0,1.0450024963836286,4.329567078332226e-5,EZH2 746.5
EZH2_231,GSK,1,2.8463472746763014,3.380811004621569e-6,EZH2 746.5
EZH2_231,GSK,2,-2.1804118647092605,4.139450047582144e-5,EZH2 746.5
EZH2_231,GSK,3,-4.584080374786534,8.511170086952376e-5,EZH2 746.5
EZH2_232,GSK,-1,3.117562103129319,4.304293089988767e-5,EZH2 752
EZH2_232,GSK,0,0.8730554473606691,4.304293089988767e-5,EZH2 752
EZH2_232,GSK,1,10.426054767109306,1.000000001367e-12,EZH2 752
EZH2_232,GSK,2,-1.4502608016510579,9.19879088351571e-6,EZH2 752
EZH2_232,GSK,3,0.37689234392970716,1.199300008161473e-4,EZH2 752
EZH2_233,GSK,-1,0.7184309640706726,2.4429300852907785e-5,EZH2 752
EZH2_233,GSK,0,1.6568531792923413,2.4429300852907785e-5,EZH2 752
EZH2_233,GSK,1,2.4152490623041354,1.0142401013864661e-5,EZH2 752
EZH2_233,GSK,2,-1.5861225875386396,3.219580059230458e-5,EZH2 752
EZH2_233,GSK,3,1.326166417446522,3.094970095255411e-5,EZH2 752
SUZ12_001,GSK,-1,-0.9366276142050907,2.2499907485136945e-5,SUZ12 0.5
SUZ12_001,GSK,0,1.5512785375232063,2.2499907485136945e-5,SUZ12 0.5
SUZ12_001,GSK,1,2.4838837991625065,6.761621009243137e-6,SUZ12 0.5
SUZ12_001,GSK,2,-7.0891922579323685,4.139450047582144e-5,SUZ12 0.5
SUZ12_001,GSK,3,1.79542561615459,1.934360097034626e-5,SUZ12 0.5
SUZ12_002,GSK,-1,0.5768403330673727,3.0236567448953497e-5,SUZ12 4
SUZ12_002,GSK,0,1.5870164717192985,3.0236567448953497e-5,SUZ12 4
SUZ12_002,GSK,1,2.223048164898915,1.6904101023107905e-5,SUZ12 4
SUZ12_002,GSK,2,-2.2834155779825624,5.059330035933704e-5,SUZ12 4
SUZ12_002,GSK,3,1.7908884122857656,2.3212300964415544e-5,SUZ12 4
SUZ12_003,GSK,-1,3.337073432297324,1.126937668207185e-6,SUZ12 5
SUZ12_003,GSK,0,2.5082733652905764,1.126937668207185e-6,SUZ12 5
SUZ12_003,GSK,1,2.442869589143557,3.380811004621569e-6,SUZ12 5
SUZ12_003,GSK,2,2.2202700443557113,9.999999873370002e-13,SUZ12 5
SUZ12_003,GSK,3,5.348080663392704,9.99999998467e-13,SUZ12 5
SUZ12_004,GSK,-1,-1.2977279602670058,4.355834292528326e-6,SUZ12 6
SUZ12_004,GSK,0,-2.932657402559281,4.355834292528326e-6,SUZ12 6
SUZ12_004,GSK,1,5.37474209273737,1.000000001367e-12,SUZ12 6
SUZ12_004,GSK,2,-6.428841812488105,9.19879088351571e-6,SUZ12 6
SUZ12_004,GSK,3,-2.839084161050283,3.868710994069266e-6,SUZ12 6
SUZ12_005,GSK,-1,-2.359234918986121,7.330434318104465e-6,SUZ12 7
SUZ12_005,GSK,0,1.4352221875095403,7.330434318104465e-6,SUZ12 7
SUZ12_005,GSK,1,-3.286849156767481,1.3523201018486215e-5,SUZ12 7
SUZ12_005,GSK,2,-1.0474694487881804,4.599390941757913e-6,SUZ12 7
SUZ12_005,GSK,3,-2.7433861514027007,3.868710994069266e-6,SUZ12 7
SUZ12_006,GSK,-1,0.3675341884748522,3.5434443344374632e-06,SUZ12 7
SUZ12_006,GSK,0,1.7450018838726955,3.5434443344374632e-06,SUZ12 7
SUZ12_006,GSK,1,-3.063946642442481,6.761621009243137e-6,SUZ12 7
SUZ12_006,GSK,2,2.0718592296724028,9.999999873370002e-13,SUZ12 7
SUZ12_006,GSK,3,2.094689978194635,3.868710994069266e-6,SUZ12 7
SUZ12_007,GSK,-1,0.20081269888416076,5.888970939780883e-6,SUZ12 7.5
SUZ12_007,GSK,0,1.4341611852320884,5.888970939780883e-6,SUZ12 7.5
SUZ12_007,GSK,1,5.2837487930612905,1.000000001367e-12,SUZ12 7.5
SUZ12_007,GSK,2,-6.736083730281703,1.3798200825273382e-5,SUZ12 7.5
SUZ12_007,GSK,3,2.054773033872895,3.868710994069266e-6,SUZ12 7.5
SUZ12_008,GSK,-1,0.4332200963686604,2.66006764879316e-6,SUZ12 8
SUZ12_008,GSK,0,1.979278456494647,2.66006764879316e-6,SUZ12 8
SUZ12_008,GSK,1,-2.775116844826628,3.380811004621569e-6,SUZ12 8
SUZ12_008,GSK,2,-1.0440440949705456,4.599390941757913e-6,SUZ12 8
SUZ12_008,GSK,3,5.118821228903155,9.99999998467e-13,SUZ12 8
SUZ12_009,GSK,-1,0.6161642121393759,3.691723413878301e-5,SUZ12 9
SUZ12_009,GSK,0,1.58066436678654,3.691723413878301e-5,SUZ12 9
SUZ12_009,GSK,1,1.7361386817405384,3.380810104621568e-5,SUZ12 9
SUZ12_009,GSK,2,-1.6174087581803138,4.599390041757924e-5,SUZ12 9
SUZ12_009,GSK,3,1.729762712857903,3.094970095255411e-5,SUZ12 9
SUZ12_010,GSK,-1,-0.47173579887099054,1.3780146668138852e-4,SUZ12 9
SUZ12_010,GSK,0,0.4434134621499044,1.3780146668138852e-4,SUZ12 9
SUZ12_010,GSK,1,1.1089566284825771,6.423540108780979e-5,SUZ12 9
SUZ12_010,GSK,2,-3.02017102475407,2.253699981461397e-4,SUZ12 9
SUZ12_010,GSK,3,0.496006999658521,1.2379900081021614e-4,SUZ12 9
SUZ12_011,GSK,-1,0.7137562929633497,2.8469767410998143e-5,SUZ12 9.5
SUZ12_011,GSK,0,1.646956313987731,2.8469767410998143e-5,SUZ12 9.5
SUZ12_011,GSK,1,2.3816759640053986,1.0142401013864661e-5,SUZ12 9.5
SUZ12_011,GSK,2,-2.425553069207615,5.979210024285264e-5,SUZ12 9.5
SUZ12_011,GSK,3,2.185145984092266,1.547480097627713e-5,SUZ12 9.5
SUZ12_012,GSK,-1,0.7278623542945114,5.701140057387138e-5,SUZ12 10
SUZ12_012,GSK,0,1.6902931304712465,5.701140057387138e-5,SUZ12 10
SUZ12_012,GSK,1,2.4898431995708434,2.028490102772946e-5,SUZ12 10
SUZ12_012,GSK,2,-1.5662389158461703,9.658729977691502e-5,SUZ12 10
SUZ12_012,GSK,3,1.259982779158861,5.416200091696966e-5,SUZ12 10
SUZ12_013,GSK,-1,0.3225635913854901,0.13732179726328358,SUZ12 13
SUZ12_013,GSK,0,-0.37405080922262535,0.13732179726328358,SUZ12 13
SUZ12_013,GSK,1,1.6375833794918166,0.00016227900122183541,SUZ12 13
SUZ12_013,GSK,2,-3.7304209503209496,0.41168705178780685,SUZ12 13
SUZ12_013,GSK,3,3.0605283449856033,1.1606100082207849e-4,SUZ12 13
SUZ12_014,GSK,-1,0.9204510238355369,3.499856738719382e-5,SUZ12 16.5
SUZ12_014,GSK,0,1.8379664394662116,3.499856738719382e-5,SUZ12 16.5
SUZ12_014,GSK,1,2.696021949689826,1.3523201018486215e-5,SUZ12 16.5
SUZ12_014,GSK,2,-1.8270278709859966,6.439150018461042e-5,SUZ12 16.5
SUZ12_014,GSK,3,1.8923589928027813,2.7081000958484828e-5,SUZ12 16.5
SUZ12_015,GSK,-1,0.8592047858622918,5.6757067308459796e-5,SUZ12 17
SUZ12_015,GSK,0,1.915750217206936,5.6757067308459796e-5,SUZ12 17
SUZ12_015,GSK,1,1.9275527061378037,3.718890105083723e-5,SUZ12 17
SUZ12_015,GSK,2,-1.123782633301332,8.278909995164163e-5,SUZ12 17
SUZ12_015,GSK,3,1.7738442847504037,5.029320092290053e-5,SUZ12 17
SUZ12_016,GSK,-1,0.8079700001475844,1.135729003463127e-4,SUZ12 17
SUZ12_016,GSK,0,1.9576373176888222,1.135729003463127e-4,SUZ12 17
SUZ12_016,GSK,1,1.4851901206880207,1.2170900116637621e-4,SUZ12 17
SUZ12_016,GSK,2,-1.0179854042890941,1.6097899896152295e-4,SUZ12 17
SUZ12_016,GSK,3,1.9567052840438264,5.8030700911038944e-5,SUZ12 17
SUZ12_017,GSK,-1,0.8080814688846333,3.249116747635654e-5,SUZ12 17
SUZ12_017,GSK,0,1.7242014123974123,3.249116747635654e-5,SUZ12 17
SUZ12_017,GSK,1,2.314487270635059,1.3523201018486215e-5,SUZ12 17
SUZ12_017,GSK,2,-1.4046676790245687,4.139450047582144e-5,SUZ12 17
SUZ12_017,GSK,3,1.5144248150434094,4.2555800934761956e-5,SUZ12 17
SUZ12_018,GSK,-1,0.7026699018346423,4.967096733057349e-5,SUZ12 17.5
SUZ12_018,GSK,0,1.5515530782008327,4.967096733057349e-5,SUZ12 17.5
SUZ12_018,GSK,1,2.39310119546558,1.3523201018486215e-5,SUZ12 17.5
SUZ12_018,GSK,2,-1.739065683339354,7.359030006812603e-5,SUZ12 17.5
SUZ12_018,GSK,3,1.453974193377701,6.189940090510822e-5,SUZ12 17.5
SUZ12_019,GSK,-1,0.6411462041446566,5.773213392969982e-5,SUZ12 19
SUZ12_019,GSK,0,1.595335321293737,5.773213392969982e-5,SUZ12 19
SUZ12_019,GSK,1,2.2454207844039034,2.7046501036972567e-5,SUZ12 19
SUZ12_019,GSK,2,-2.0691725858702057,9.198789983515722e-5,SUZ12 19
SUZ12_019,GSK,3,1.7471904139002723,5.416200091696966e-5,SUZ12 19
SUZ12_020,GSK,-1,0.23828203678248436,2.588800005814417e-4,SUZ12 19
SUZ12_020,GSK,0,1.1491025302800075,2.588800005814417e-4,SUZ12 19
SUZ12_020,GSK,1,0.9610090073726822,5.071220016932359e-4,SUZ12 19
SUZ12_020,GSK,2,-1.4618182013974956,1.3798199925273396e-4,SUZ12 19
SUZ12_020,GSK,3,1.2156553043722664,1.315360007983553e-4,SUZ12 19
SUZ12_021,GSK,-1,0.6941517777275317,9.061806707793017e-5,SUZ12 19.5
SUZ12_021,GSK,0,1.6466461848678509,9.061806707793017e-5,SUZ12 19.5
SUZ12_021,GSK,1,2.0158752783351512,6.423540108780979e-5,SUZ12 19.5
SUZ12_021,GSK,2,-1.8325355978726598,1.3798199925273396e-4,SUZ12 19.5
SUZ12_021,GSK,3,1.8991156527201036,6.963680089324678e-5,SUZ12 19.5
SUZ12_022,GSK,-1,0.9794728087069087,6.427090049775521e-5,SUZ12 20
SUZ12_022,GSK,0,1.959348720457522,6.427090049775521e-5,SUZ12 20
SUZ12_022,GSK,1,2.2528160347126187,2.3665701032351013e-5,SUZ12 20
SUZ12_022,GSK,2,-1.193695548376355,1.1498499954394495e-4,SUZ12 20
SUZ12_022,GSK,3,1.8792979397844622,5.416200091696966e-5,SUZ12 20
SUZ12_023,GSK,-1,-1.0646645013692553,2.136303422506925e-5,SUZ12 21
SUZ12_023,GSK,0,1.4690297741927263,2.136303422506925e-5,SUZ12 21
SUZ12_023,GSK,1,-3.094891590997139,1.0142401013864661e-5,SUZ12 21
SUZ12_023,GSK,2,-1.501106690499681,2.299700070878898e-5,SUZ12 21
SUZ12_023,GSK,3,1.4020047773890543,3.094970095255411e-5,SUZ12 21
SUZ12_024,GSK,-1,0.4919154605768261,3.40243007902758e-5,SUZ12 21.5
SUZ12_024,GSK,0,1.4585153768072971,3.40243007902758e-5,SUZ12 21.5
SUZ12_024,GSK,1,2.2951915485641936,1.3523201018486215e-5,SUZ12 21.5
SUZ12_024,GSK,2,-2.1442980080223624,4.599390041757924e-5,SUZ12 21.5
SUZ12_024,GSK,3,1.324852841188647,4.2555800934761956e-5,SUZ12 21.5
SUZ12_025,GSK,-1,1.0895598499490982,3.732263409350643e-5,SUZ12 22
SUZ12_025,GSK,0,2.1028928812936813,3.732263409350643e-5,SUZ12 22
SUZ12_025,GSK,1,1.7337098977122885,4.0569701055458786e-5,SUZ12 22
SUZ12_025,GSK,2,-0.9693792541897803,5.979210024285264e-5,SUZ12 22
SUZ12_025,GSK,3,2.504348906324786,1.1606100982207848e-5,SUZ12 22
SUZ12_026,GSK,-1,0.6448482041834239,3.9425400740609014e-5,SUZ12 24
SUZ12_026,GSK,0,1.6261244220082856,3.9425400740609014e-5,SUZ12 24
SUZ12_026,GSK,1,2.1642229841134886,2.3665701032351013e-5,SUZ12 24
SUZ12_026,GSK,2,-2.0208381127420494,5.979210024285264e-5,SUZ12 24
SUZ12_026,GSK,3,1.7911597411788327,3.4818400946623393e-5,SUZ12 24
SUZ12_027,GSK,-1,0.32820965236537475,4.07098331509156e-4,SUZ12 24
SUZ12_027,GSK,0,1.2933875308231209,4.07098331509156e-4,SUZ12 24
SUZ12_027,GSK,1,1.9889357913806518,2.1299100129115872e-4,SUZ12 24
SUZ12_027,GSK,2,-2.2455432454891877,6.485139927878673e-4,SUZ12 24
SUZ12_027,GSK,3,1.24123641120466,3.59790000448442e-4,SUZ12 24
SUZ12_028,GSK,-1,0.5947963693713386,6.377300058311449e-5,SUZ12 24.5
SUZ12_028,GSK,0,1.5959516141279508,6.377300058311449e-5,SUZ12 24.5
SUZ12_028,GSK,1,2.1146738685722517,4.0569701055458786e-5,SUZ12 24.5
SUZ12_028,GSK,2,-1.6494939143618508,9.658729977691502e-5,SUZ12 24.5
SUZ12_028,GSK,3,1.319209153903615,5.416200091696966e-5,SUZ12 24.5
SUZ12_029,GSK,-1,-0.6181025849794562,1.1615307549745872e-5,SUZ12 25
SUZ12_029,GSK,0,1.7322922962854108,1.1615307549745872e-5,SUZ12 25
SUZ12_029,GSK,1,2.5915403811470332,3.380811004621569e-6,SUZ12 25
SUZ12_029,GSK,2,-1.6217207462931023,2.7596400650546778e-5,SUZ12 25
SUZ12_029,GSK,3,-2.8241273897922996,3.868710994069266e-6,SUZ12 25
SUZ12_030,GSK,-1,0.24565743003973095,1.4518907514435594e-5,SUZ12 26.5
SUZ12_030,GSK,0,1.5335319267051606,1.4518907514435594e-5,SUZ12 26.5
SUZ12_030,GSK,1,-2.91646932874223,6.761621009243137e-6,SUZ12 26.5
SUZ12_030,GSK,2,-1.6937055435482242,3.679510053406365e-5,SUZ12 26.5
SUZ12_030,GSK,3,5.347147162409647,9.99999998467e-13,SUZ12 26.5
SUZ12_031,GSK,-1,0.8259278080641677,2.5637167507195698e-5,SUZ12 27.5
SUZ12_031,GSK,0,1.9468881839033692,2.5637167507195698e-5,SUZ12 27.5
SUZ12_031,GSK,1,1.583801486901152,1.6904101023107905e-5,SUZ12 27.5
SUZ12_031,GSK,2,-1.125220978772683,3.679510053406365e-5,SUZ12 27.5
